EmpresaTel;TipoDocumento;NitEmpresa;IMEI;FechaBusqueda;RespuestaNegativa;RespuesOpenAI
Tigo;Cedula de extranjeria;77036182;123457000000000;06-07-2024 15:27:41;123457000000000. El IMEI no se encuentra registrado en la Base de Datos Negativa;Sin respuesta
